,Gene.name,First.Protein.Description,Intensity.M_1,Intensity.M_2,Intensity.M_3,Intensity.2D_1,Intensity.2D_2,Intensity.2D_3
1176,CCAR1,Cell division cycle and apoptosis regulator 1,199000,357000,378000,0,0,0
1177,CCAR2,Cell cycle and apoptosis regulator 2,590000,834000,1180000,488000,486000,213000
1178,CCDC102A,Coiled-coil domain containing 102A,499000,0,713000,0,0,750000
1179,CCDC115,Coiled-coil domain containing 115,169000,0,0,406000,384000,294000
1180,CCDC124,Coiled-coil domain containing 124,638000,387000,447000,211000,282000,230000
1181,CCDC126,Coiled-coil domain containing 126,0,0,0,280000,0,0
1182,CCDC127,Coiled-coil domain containing 127,0,0,0,0,0,0
1183,CCDC134,Coiled-coil domain containing 134,0,0,0,0,0,0
1184,CCDC142,Coiled-coil domain containing 142,406000,679000,0,173000,307000,255000
1185,CCDC148,Coiled-coil domain containing 148,0,118000,0,0,0,0
1186,CCDC186,Coiled-coil domain containing 186,0,0,0,0,0,0
1187,CCDC22,Coiled-coil domain-containing protein 22,2510000,2580000,2280000,3340000,3380000,2380000
1188,CCDC25,Coiled-coil domain-containing protein 25,1180000,1360000,1030000,991000,942000,944000
1189,CCDC43,Coiled-coil domain-containing protein 43,0,0,0,817000,732000,708000
1190,CCDC47,Coiled-coil domain containing 47,0,0,0,399000,553000,0
1191,CCDC50,CCDC50_N domain-containing protein,0,130000,1010000,0,0,310000
1192,CCDC51,Coiled-coil domain containing 51,0,0,0,0,0,0
1193,CCDC56,Cytochrome c oxidase assembly factor 3,0,0,0,0,256000,0
1194,CCDC6,Coiled-coil domain containing 6,824000,1220000,1150000,2250000,2020000,1330000
1195,CCDC80,Coiled-coil domain containing 80,126000,383000,0,142000,433000,0
1196,CCDC85C,Coiled-coil domain containing 85C,0,0,0,152000,0,0
1197,CCDC88A,Coiled-coil domain containing 88A,0,0,0,4130000,4050000,3180000
1198,CCDC88B,Ribosomal protein S6 kinase,0,0,0,0,0,0
1199,CCDC88C,Coiled-coil domain containing 88C,0,0,0,0,133000,0
1200,CCDC90B,Coiled-coil domain containing 90B,0,0,0,0,0,0
1201,CCDC91,Coiled-coil domain containing 91,0,0,0,607000,569000,0
1202,CCDC92B,CCDC92 domain-containing protein,157000,0,0,479000,429000,0
1203,CCDC93,Coiled-coil domain containing 93,1680000,2.00E+06,1760000,2750000,2430000,2290000
1204,CCDC97,Coiled-coil domain containing 97,0,0,0,506000,794000,287000
1205,CCM2,CCM2 scaffold protein,4740000,2790000,2090000,418000,333000,676000
1206,CCM2,CCM2 scaffold protein,10200000,11900000,6590000,3130000,2640000,3310000
1207,CCM2,CCM2 scaffold protein,1760000,2520000,765000,0,417000,411000
1208,CCN1,Cellular communication network factor 1,837000,1830000,746000,441000,0,0
1209,CCN3,Cellular communication network factor 3,0,0,0,1900000,1370000,0
1210,CCND1,G1/S-specific cyclin-D1,0,0,0,1210000,1210000,783000
1211,CCNL1,Cyclin-L1,0,0,0,0,0,0
1212,CCNY,Cyclin Y,2600000,3.00E+06,1420000,1690000,1570000,1680000
1213,CCNY,Cyclin Y,9240000,13600000,9940000,5140000,5190000,4060000
1214,CCNY,Cyclin Y,6450000,11100000,4270000,4850000,2790000,5060000
1215,CCNYL1,Cyclin Y like 1,5860000,6990000,5030000,6530000,5990000,7060000
1216,CCR7,C-C motif chemokine receptor 7,0,0,0,1290000,1170000,1330000
1217,CCS,Superoxide dismutase copper chaperone,0,0,0,268000,469000,0
1218,CCSER1,Coiled-coil serine rich protein 1,134000,202000,289000,0,0,0
1219,CCT2,T-complex protein 1 subunit beta,11700000,10900000,12900000,25500000,29200000,2.20E+07
1220,CCT3,T-complex protein 1 subunit gamma,1.50E+07,15300000,1.90E+07,29500000,40300000,23600000
1221,CCT4,Chaperonin containing TCP1 subunit 4,14400000,17300000,17800000,37600000,45200000,30600000
1222,CCT5,T-complex protein 1 subunit epsilon,8930000,9500000,11900000,25200000,29100000,18600000
1223,CCT6A,Chaperonin containing TCP1 subunit 6A,12100000,12500000,10800000,30300000,3.40E+07,24400000
1224,CCT8,T-complex protein 1 subunit theta,14600000,1.50E+07,16200000,43200000,4.80E+07,33300000
1225,CCZ1,Vacuolar fusion protein CCZ1 homolog,482000,426000,0,1070000,1120000,1200000
1226,CCZ1,Vacuolar fusion protein CCZ1 homolog,824000,928000,0,1650000,1660000,1450000
1227,CD109,CD109 molecule,3020000,2150000,4290000,13500000,8930000,23900000
1228,CD151,Tetraspanin,18900000,3.60E+07,7.20E+07,35500000,27100000,4.00E+07
1229,CD276,Ig-like domain-containing protein,5670000,6110000,21800000,6450000,5390000,9360000
1230,CD2AP,CD2 associated protein,15100000,18700000,1.30E+07,2240000,1400000,2110000
1231,CD2BP2,CD2 cytoplasmic tail binding protein 2,0,0,0,0,0,0
1232,CD302,CD302 molecule,0,0,0,150000,0,0
1233,CD302,Lymphocyte antigen 75,6550000,6470000,13300000,2860000,2820000,3050000
1234,CD40,Tumor necrosis factor receptor superfamily member 5,1910000,1300000,2770000,1260000,1140000,1040000
1235,CD44,CD44 antigen,492000,342000,2450000,2250000,1790000,3630000
1236,CD44,CD44 antigen (Fragment),1.17E+08,98600000,2.85E+08,5.73E+08,5.05E+08,1.09E+09
1237,CD47,Leukocyte surface antigen CD47,37700000,51900000,50700000,75100000,49500000,85800000
1238,CD55,CD55 molecule,0,0,830000,0,0,0
1239,CD55,CD55 molecule (Cromer blood group),4620000,4860000,9240000,1190000,791000,1630000
1240,CD55,CD55 molecule (Cromer blood group),9550000,11900000,14400000,2670000,2190000,3930000
1241,CD58,Lymphocyte function-associated antigen 3,12800000,15500000,20300000,16700000,14100000,17100000
1242,CD59,MAC-inhibitory protein,13800000,7420000,28500000,53100000,32200000,94100000
1243,CD63,Tetraspanin,1.02E+08,89700000,7.24E+08,49300000,57300000,1.26E+08
1244,CD70,CD70 molecule,0,0,0,21200000,23200000,2.40E+07
1245,CD70,CD70 molecule,0,0,0,742000,982000,908000
1246,CD74,CD74 molecule,9190000,6900000,22500000,1630000,1470000,2630000
1247,CD81,CD81 molecule,29500000,30200000,29300000,32500000,3.40E+07,56800000
1248,CD82,Tetraspanin,97500000,1.48E+08,1.17E+08,1.26E+08,1.25E+08,3.10E+08
1249,CD9,Tetraspanin,1.44E+09,1.53E+09,6.37E+09,3.78E+08,5.13E+08,9.82E+08
1250,CD99,CD99 antigen,992000,1400000,0,896000,768000,1910000
1251,CD99L2,CD99 molecule like 2,179000,115000,0,186000,0,209000
1252,CDC123,Cell division cycle protein 123 homolog,644000,787000,0,623000,1210000,537000
1253,CDC16,Cell division cycle 16,0,214000,0,515000,615000,0
1254,CDC27,Cell division cycle 27,0,0,0,0,127000,0
1255,CDC27,Cell division cycle 27,0,130000,0,275000,378000,173000
1256,CDC27,Cell division cycle 27,0,0,0,0,178000,0
1257,CDC34,UBC core domain-containing protein,0,1980000,1620000,0,0,0
1258,CDC34,UBC core domain-containing protein,591000,1050000,673000,2020000,2080000,1150000
1259,CDC37,Hsp90 co-chaperone Cdc37,4270000,3920000,4810000,5080000,5230000,5130000
1260,CDC37L1,Cell division cycle 37 like 1,0,0,0,244000,156000,94000
1261,CDC40,Cell division cycle 40,0,0,0,0,0,0
1262,CDC42,Cell division control protein 42 homolog,79700000,80700000,3.53E+08,4.00E+07,38700000,56700000
1263,CDC42,Cell division control protein 42 homolog,3.00E+07,28500000,69900000,887000,5930000,4480000
1264,CDC42BPA,Non-specific serine/threonine protein kinase,0,0,0,588000,379000,832000
1265,CDC42BPA,Non-specific serine/threonine protein kinase,1830000,2230000,2220000,5520000,4850000,5310000
1266,CDC42BPA,Non-specific serine/threonine protein kinase,5130000,5410000,4950000,11100000,9290000,9590000
1267,CDC42BPA,Non-specific serine/threonine protein kinase,4110000,3750000,2750000,5010000,6080000,5870000
1268,CDC42BPA,Non-specific serine/threonine protein kinase,0,0,0,197000,445000,0
1269,CDC42BPB,Non-specific serine/threonine protein kinase,2110000,1830000,0,1190000,1120000,0
1270,CDC42BPB,Non-specific serine/threonine protein kinase,13900000,15400000,12900000,18900000,19100000,18600000
1271,CDC42BPG,Non-specific serine/threonine protein kinase,1030000,1140000,1150000,423000,0,136000
1272,CDC42EP1,CDC42 effector protein 1,1240000,1120000,0,284000,686000,372000
1273,CDC42EP2,Cdc42 effector protein 2,0,0,0,0,0,394000
1274,CDC42EP4,Family with sequence similarity 104 member A,320000,0,0,0,230000,0
1275,CDC42SE2,CDC42 small effector 2,335000,68500,0,0,0,0
1276,CDC5L,Cell division cycle 5 like,272000,719000,0,0,1250000,0
1277,CDC73,Cell division cycle 73,119000,0,0,0,0,0
1278,CDCA3,Cell division cycle associated 3,1100000,344000,616000,0,0,0
1279,CDCA5,Sororin,950000,3510000,0,0,2400000,4640000
1280,CDCA8,Cell division cycle associated 8,217000,227000,0,0,344000,0
1281,CDCP1,CUB domain containing protein 1,21500000,25300000,32800000,28200000,2.50E+07,41400000
1282,CDH1,Cadherin-1,10700000,14600000,9530000,1540000,1330000,2310000
1283,CDH10,Cadherin 6,814000,1190000,487000,1930000,876000,1190000
1284,CDH16,Cadherin 16,1810000,2010000,1280000,0,601000,334000
1285,CDH17,Cadherin 17,1520000,1700000,2260000,33900000,30600000,40500000
1286,CDH2,Cadherin 2,0,0,0,10800000,8050000,1.80E+07
1287,CDH3,Cadherin 3,7630000,11600000,11100000,1950000,1970000,2480000
1288,CDH6,Cadherin 6,4660000,7860000,4430000,12900000,11200000,20700000
1289,CDHR4,Ubiquitin like modifier activating enzyme 7,3010000,2890000,2670000,1990000,2220000,1340000
1290,CDIP1,Cell death inducing p53 target 1,0,1490000,963000,0,0,212000
1291,CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,453000,396000,0,5210000,2420000,2830000
1292,CDK1,Cyclin dependent kinase 1,5280000,6030000,5060000,3960000,4940000,3080000
1293,CDK1,Cyclin dependent kinase 2,981000,0,0,1130000,1280000,767000
1294,CDK1,Cyclin dependent kinase 9,0,0,0,0,0,0
1295,CDK12,Cyclin dependent kinase 12,1.00E+05,185000,0,503000,618000,0
1296,CDK14,Cyclin dependent kinase 14,255000,107000,0,0,0,0
1297,CDK14,Cyclin dependent kinase 14,327000,461000,224000,560000,395000,0
1298,CDK14,Cyclin dependent kinase 14,2180000,2600000,0,1050000,1510000,1200000
1299,CDK14,Cyclin dependent kinase 14,0,0,0,0,0,0
1300,CDK15,Cyclin dependent kinase 15,0,0,0,0,0,0
1301,CDK16,Cyclin dependent kinase 17,2790000,2700000,3180000,1940000,1160000,1290000
1302,CDK16,Cyclin dependent kinase 17,2080000,2190000,1390000,1180000,1470000,961000
1303,CDK16,Ubiquitin carboxyl-terminal hydrolase,1040000,957000,0,1490000,2390000,1550000
1304,CDK16,Ubiquitin carboxyl-terminal hydrolase,0,0,0,0,0,0
1305,CDK16,Ubiquitin carboxyl-terminal hydrolase,0,0,0,60900,164000,0
1306,CDK16,Ubiquitin specific peptidase 11,1150000,1610000,1010000,334000,0,0
1307,CDK16,Ubiquitinyl hydrolase 1,1600000,1720000,1980000,787000,574000,699000
1308,CDK17,Cyclin dependent kinase 17,1170000,1360000,0,468000,711000,604000
1309,CDK17,Cyclin dependent kinase 17,1530000,2080000,1490000,0,1790000,1610000
1310,CDK18,Cyclin dependent kinase 18,2260000,2380000,1200000,1560000,1860000,1710000
1311,CDK19,Cyclin dependent kinase 19,0,123000,0,0,0,0
1312,CDK2,Cyclin dependent kinase 2,1010000,544000,345000,0,695000,0
1313,CDK20,Cyclin dependent kinase 20,0,0,0,0,524000,93500
1314,CDK4,Cyclin dependent kinase 4,564000,0,0,231000,817000,309000
1315,CDK5,Cyclin dependent kinase 5,2770000,3670000,2660000,5060000,5930000,4120000
1316,CDK5RAP1,CDK5 regulatory subunit associated protein 1,0,0,0,0,0,0
1317,CDK5RAP2,CDK5 regulatory subunit associated protein 2,0,0,0,0,0,0
1318,CDK5RAP3,CDK5 regulatory subunit associated protein 3,366000,0,0,386000,330000,254000
1319,CDK6,Cyclin dependent kinase 6,2070000,2200000,0,1220000,661000,0
1320,CDK7,Cyclin-dependent kinase 7,0,0,0,0,133000,0
1321,CDK9,Cyclin dependent kinase 9,0,0,0,0,0,0
1322,CDKL4,Cyclin dependent kinase like 4,0,0,0,1070000,0,0
1323,CDKN2AIP,CDKN2A interacting protein,51200,0,0,0,0,0
1324,CDR2L,Cerebellar deration related protein 2 like,174000,0,0,2060000,2670000,2130000
1325,CDS1,Phosphatidate cytidylyltransferase,0,0,0,0,0,0
1326,CDS2,Phosphatidate cytidylyltransferase,0,0,0,220000,472000,0
1327,CDV3,CDV3 homolog,2160000,1980000,1900000,1430000,404000,1590000
1328,CDYL,Chromodomain Y like,0,0,0,0,0,0
1329,CEACAM1,CEA cell adhesion molecule 1,2.22E+08,2.04E+08,7.00E+08,25400000,27800000,44600000
1330,CEACAM1,CEA cell adhesion molecule 1,4.13E+08,3.10E+08,4.19E+08,1.18E+08,90300000,3.65E+08
1331,CEBPZ,CCAAT enhancer binding protein zeta,0,0,0,0,0,0
1332,CELF1,CUGBP Elav-like family member 1,667000,685000,298000,1130000,1810000,859000
1333,CELSR1,Cadherin EGF LAG seven-pass G-type receptor 1,1030000,1160000,1780000,1070000,617000,947000
1334,CELSR1,Cadherin EGF LAG seven-pass G-type receptor 2,0,0,143000,0,197000,0
1335,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,831000,827000,972000,188000,437000,1180000
1336,CEMIP2,Hyaluronoglucosaminidase,6130000,8340000,9350000,19500000,13200000,28500000
1337,CEND1,Cell cycle exit and neuronal differentiation 1,318000,97500,0,190000,419000,112000
1338,CENPB,Centromere protein B,0,93300,0,0,0,0
1339,CENPC,Uncharacterized protein,0,0,0,0,0,0
1340,CENPE,Centromere protein E,153000,246000,2070000,0,595000,963000
1341,CENPJ,Centromere protein J,108000,65100,0,0,0,0
1342,CENPV,CENP-V/GFA domain-containing protein,0,0,0,293000,543000,0
1343,CEP104,Centrosomal protein 104,594000,469000,0,0,0,0
1344,CEP170,Centrosomal protein 170,0,0,0,0,436000,99200
1345,CEP170B,Centrosomal protein 170B,171000,0,0,0,118000,115000
1346,CEP192,Centrosomal protein 192,625000,764000,354000,708000,1130000,699000
1347,CEP192,Centrosomal protein of 192 kDa,0,0,0,0,0,0
1348,CEP41,Centrosomal protein 41,643000,453000,0,149000,0,173000
1349,CEP43,Centrosomal protein 43,32500,0,0,169000,0,0
1350,CEP44,Centrosomal protein of 44 kDa,0,0,0,7430000,2100000,1240000
1351,CEP55,Centrosomal protein 55,1050000,841000,494000,287000,858000,471000
1352,CEP72,Centrosomal protein 72,0,0,0,41100,0,0
1353,CEP76,Centrosomal protein of 76 kDa,347000,443000,342000,140000,165000,174000
1354,CEP89,Centrosomal protein 89,435000,457000,0,0,177000,0
1355,CEP97,Centrosomal protein 97,0,0,0,0,0,0
1356,CEPT1,Choline/ethanolamine phosphotransferase 1,0,1430000,0,5520000,4470000,0
1357,CERCAM,Cerebral endothelial cell adhesion molecule,0,0,0,0,0,0
1358,CERS2,Ceramide synthase 2,0,0,482000,1590000,1950000,1110000
1359,CERS4,Ceramide synthase 4,0,0,0,0,0,0
1360,CERS5,Ceramide synthase 5,0,0,0,581000,804000,361000
1361,CERS6,Ceramide synthase 6,0,0,0,2390000,3030000,1650000
1362,CERT1,Ceramide transfer protein,873000,998000,1030000,1140000,1290000,1190000
1363,CETN2,Centrin-2,573000,215000,430000,0,627000,239000
1364,CETN3,Centrin 3,162000,0,0,0,162000,97400
1365,CFAP20,Cilia and flagella associated protein 20,564000,703000,776000,2.00E+06,1940000,1650000
1366,CFAP221,Transmembrane protein 177,0,0,0,0,0,0
1367,CFAP298,Cilia- and flagella-associated protein 298,704000,808000,624000,693000,712000,1020000
1368,CFAP300,Cilia- and flagella-associated protein 300,175000,271000,0,0,0,0
1369,CFAP36,Cilia- and flagella-associated protein 36,423000,302000,0,610000,829000,456000
1370,CFAP410,Cilia and flagella associated protein 410,0,104000,0,140000,317000,204000
1371,CFAP418,Cilia- and flagella-associated protein 418,926000,707000,0,0,0,0
1372,CFAP65,Cilia and flagella associated protein 65,0,0,0,1430000,0,0
1373,CFAP92,Cilia and flagella associated protein 92 (putative),0,0,3100000,3020000,0,0
1374,CFB,Complement factor B,317000,528000,3720000,0,207000,105000
1375,CFD,Uncharacterized protein,0,0,0,0,0,1560000
1376,CFI,Complement factor I,62800,0,298000,0,0,0
1377,CFL1,Cofilin 2,2400000,2830000,7720000,1610000,1350000,1460000
1378,CFL1,Cofilin 2,6.34E+08,3.63E+08,3.30E+08,3.01E+08,3.92E+08,2.31E+08
1379,CFL1,Cofilin 2,274000,223000,786000,0,128000,71900
1380,CFL1,Cofilin-1,44500000,47700000,14600000,56700000,50900000,29100000
1381,CFL1,Cofilin-1,7.72E+08,6.47E+08,8.76E+08,5.97E+08,5.54E+08,5.49E+08
1382,CFL2,Cofilin 2,11600000,10800000,17700000,17900000,13400000,16700000
1383,CFLAR,CASP8 and FADD like apoptosis regulator,65300,75600,0,304000,384000,0
1384,CFTR,Cystic fibrosis transmembrane conductance regulator,361000,560000,0,625000,593000,0
1385,CGN,Cingulin,1530000,1570000,1190000,0,0,0
1386,CHAF1B,Chromatin assembly factor 1 subunit B,0,0,0,159000,0,0
1387,CHAMP1,Chromosome alignment maintaining phosphoprotein 1,70400,17000,0,0,0,0
1388,CHCHD3,Coiled-coil-helix-coiled-coil-helix domain containing 3,357000,730000,0,1060000,503000,0
1389,CHD1,DNA helicase,473000,365000,0,423000,551000,0
1390,CHD1,DNA helicase,0,0,0,0,0,0
1391,CHD1L,Chromodomain helicase DNA binding protein 1 like,0,0,0,0,0,0
1392,CHD2,DNA helicase,252000,163000,83000,155000,144000,0
1393,CHD3,DNA helicase,429000,916000,756000,691000,366000,0
1394,CHD3,DNA helicase,730000,828000,0,281000,0,0
1395,CHD4,DNA helicase,342000,390000,0,615000,894000,0
1396,CHD8,DNA helicase,0,0,0,0,0,0
1397,CHD9,DNA helicase,0,1980000,0,0,0,0
1398,CHERP,Calcium homeostasis endoplasmic reticulum protein,0,0,0,0,0,0
1399,CHIC2,Cysteine rich hydrophobic domain 2,0,1560000,1350000,1250000,1820000,1620000
1400,CHIC2,Cysteine rich hydrophobic domain 2,4700000,5460000,6670000,7160000,7390000,8250000
1401,CHID1,Chitinase domain containing 1,0,0,0,0,961000,0
1402,CHKA,Choline kinase alpha,0,0,0,0,0,0
1403,CHKB,Choline kinase beta,524000,310000,434000,347000,378000,229000
1404,CHL1,Cell adhesion molecule L1 like,0,0,0,281000,249000,557000
1405,CHL1,Cell adhesion molecule L1 like,0,0,0,162000,167000,279000
1406,CHM,Rab proteins geranylgeranyltransferase component A,406000,367000,853000,359000,418000,414000
1407,CHML,Rab proteins geranylgeranyltransferase component A,141000,0,161000,551000,442000,409000
1408,CHMP1A,Charged multivesicular body protein 1a,10200000,9400000,10300000,3080000,5880000,8330000
1409,CHMP2A,Charged multivesicular body protein 2A,1.79E+08,1.92E+08,1.88E+08,39300000,43800000,61900000
1410,CHMP2B,Charged multivesicular body protein 2B,1.00E+07,1.30E+07,12400000,5100000,2970000,7620000
1411,CHMP3,Charged multivesicular body protein 3,5.30E+07,55700000,41100000,19600000,16400000,26100000
1412,CHMP4A,Charged multivesicular body protein 4A,26200000,18300000,18700000,1370000,1380000,1960000
1413,CHMP4B,Charged multivesicular body protein 4B,45500000,3.80E+07,1.32E+08,13400000,16100000,27300000
1414,CHMP5,Charged multivesicular body protein 5,56400000,59300000,7.00E+07,10600000,12700000,21300000
1415,CHMP7,Charged multivesicular body protein 7,273000,290000,0,535000,390000,504000
1416,CHN1,Chimaerin,0,0,0,3290000,2360000,2090000
1417,CHN2,Chimaerin,0,0,0,0,271000,0
1418,CHORDC1,Cysteine and histidine rich domain containing 1,2060000,1830000,0,1720000,2320000,930000
1419,CHP1,Calcineurin like EF-hand protein 1,4750000,3860000,6720000,8990000,9590000,10400000
1420,CHP2,Calcineurin like EF-hand protein 2,0,0,0,442000,568000,462000
1421,CHPF,Hexosyltransferase,0,0,0,819000,375000,0
1422,CHPF2,Hexosyltransferase,0,0,0,0,350000,0
1423,CHPT1,Choline phosphotransferase 1,0,0,0,0,1270000,0
1424,CHRAC1,Chromatin accessibility complex subunit 1,443000,0,0,412000,363000,270000
1425,CHRM4,Muscarinic acetylcholine receptor,16800000,12400000,0,0,0,0
1426,CHRNE,Cholinergic receptor nicotinic epsilon subunit,1490000,1410000,1590000,0,0,0
1427,CHST11,Carbohydrate sulfotransferase,0,0,6550000,7080000,8720000,7330000
1428,CHST12,Carbohydrate sulfotransferase,0,0,0,0,342000,158000
1429,CHST4,Sulfotransferase,3450000,4270000,2980000,0,946000,0
1430,CHSY1,Hexosyltransferase,0,0,0,198000,309000,248000
1431,CHTF18,Chromosome transmission fidelity factor 18,0,0,0,0,177000,0
1432,CHUK,I-kappa-B kinase,0,0,0,0,0,0
1433,CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,491000,399000,0,704000,808000,0
